# SPOT, PRICE, DELTA
3.333333333333333570e+01,6.676243627102318001e+00,-9.544745990082758036e-01
3.337337337337337573e+01,6.638036018095754720e+00,-9.499984423251612853e-01
3.341341341341341575e+01,6.600105565614109437e+00,-9.458979452863024440e-01
3.345345345345345578e+01,6.562378948740219542e+00,-9.416766897130288694e-01
3.349349349349349581e+01,6.524723856988377868e+00,-9.373468094016178531e-01
3.353353353353353583e+01,6.487199563000949354e+00,-9.331570508738066261e-01
3.357357357357357586e+01,6.449993544144980717e+00,-9.290305888318234340e-01
3.361361361361361588e+01,6.412916892128129653e+00,-9.247589695870046533e-01
3.365365365365365591e+01,6.375914390543393040e+00,-9.204425592806168011e-01
3.369369369369369593e+01,6.339178180230184090e+00,-9.163931105272841160e-01
3.373373373373373596e+01,6.302604457120055237e+00,-9.122533729650982304e-01
3.377377377377377599e+01,6.266116646282323899e+00,-9.080385597832516531e-01
3.381381381381381601e+01,6.229780243276149321e+00,-9.039660345753196546e-01
3.385385385385385604e+01,6.193741176464663489e+00,-8.998763954159700873e-01
3.389389389389389606e+01,6.157826269979982392e+00,-8.957074211290967369e-01
3.393393393393393609e+01,6.122008765851022716e+00,-8.915356920842347765e-01
3.397397397397397611e+01,6.086419144023325067e+00,-8.875311922649884444e-01
3.401401401401401614e+01,6.050980917653126845e+00,-8.834801615174775469e-01
3.405405405405405617e+01,6.015638555040788482e+00,-8.793770099476987401e-01
3.409409409409409619e+01,5.980464360596267070e+00,-8.753832770540126429e-01
3.413413413413413622e+01,5.945563908033844491e+00,-8.713635972609036218e-01
3.417417417417417624e+01,5.910789662958871205e+00,-8.672963569202036815e-01
3.421421421421421627e+01,5.876124050760942907e+00,-8.632385473094941197e-01
3.425425425425425630e+01,5.841654675421901644e+00,-8.592972440335533424e-01
3.429429429429429632e+01,5.807331582716856566e+00,-8.553362803653734581e-01
3.433433433433433635e+01,5.773111558613473804e+00,-8.513413522901570607e-01
3.437437437437437637e+01,5.739071887493019553e+00,-8.474152781056470962e-01
3.441441441441441640e+01,5.705286337685600451e+00,-8.434741940984870068e-01
3.445445445445445642e+01,5.671629836394090241e+00,-8.395061850925875646e-01
3.449449449449449645e+01,5.638085851150898442e+00,-8.355473413922194226e-01
3.453453453453453648e+01,5.604713648235315482e+00,-8.316764902761361045e-01
3.457457457457457650e+01,5.571483954426931895e+00,-8.278043301711488500e-01
3.461461461461461653e+01,5.538362383493735663e+00,-8.239123147548417236e-01
3.465465465465465655e+01,5.505429321411883237e+00,-8.200539255565487684e-01
3.469469469469469658e+01,5.472736387634223654e+00,-8.161929956977020950e-01
3.473473473473473661e+01,5.440174125155831319e+00,-8.123206888803343739e-01
3.477477477477477663e+01,5.407724930553433396e+00,-8.084537699891917173e-01
3.481481481481481666e+01,5.375427965900249738e+00,-8.046558511510807365e-01
3.485485485485485668e+01,5.343269521444030445e+00,-8.008699319025909258e-01
3.489489489489489671e+01,5.311222355835262476e+00,-7.970749362056138709e-01
3.493493493493493673e+01,5.279368111759636051e+00,-7.932886315437986946e-01
3.497497497497497676e+01,5.247745554313191896e+00,-7.895071632948073015e-01
3.501501501501501679e+01,5.216254014281457074e+00,-7.857265746193881073e-01
3.505505505505505681e+01,5.184875208928476198e+00,-7.819486581841617046e-01
3.509509509509509684e+01,5.153632382115246102e+00,-7.782242142074214941e-01
3.513513513513513686e+01,5.122523199448835385e+00,-7.745213894555722511e-01
3.517517517517517689e+01,5.091526968023992517e+00,-7.708186067381783690e-01
3.521521521521521692e+01,5.060722547200116495e+00,-7.671095666180555162e-01
3.525525525525525694e+01,5.030148397701784901e+00,-7.634061053897177596e-01
3.529529529529529697e+01,4.999704390309538837e+00,-7.597131427390685365e-01
3.533533533533533699e+01,4.969372936356409198e+00,-7.560231169790930794e-01
3.537537537537537702e+01,4.939164085785158420e+00,-7.523722886136864352e-01
3.541541541541541704e+01,4.909082734831729411e+00,-7.487493249152500363e-01
3.545545545545545707e+01,4.879114604243884656e+00,-7.451343687638483093e-01
3.549549549549549710e+01,4.849329188761049458e+00,-7.415080548564799701e-01
3.553553553553553712e+01,4.819781997814096108e+00,-7.378811381466313657e-01
3.557557557557557715e+01,4.790362932092330439e+00,-7.342718759325591593e-01
3.561561561561561717e+01,4.761056403366228373e+00,-7.306688372061339587e-01
3.565565565565565720e+01,4.731862244562265118e+00,-7.270922928326600809e-01
3.569569569569569722e+01,4.702788047456432530e+00,-7.235462705565391950e-01
3.573573573573573725e+01,4.673825904234871764e+00,-7.200148361925027274e-01
3.577577577577577728e+01,4.645026287061526205e+00,-7.164763343696898268e-01
3.581581581581581730e+01,4.616485356620480651e+00,-7.129251280769771659e-01
3.585585585585585733e+01,4.588069466649828954e+00,-7.093960467046540597e-01
3.589589589589589735e+01,4.559765600457010848e+00,-7.058781672273094498e-01
3.593593593593593738e+01,4.531567417502110118e+00,-7.023775489122967564e-01
3.597597597597597741e+01,4.503480656829049522e+00,-6.989062572694486608e-01
3.601601601601601743e+01,4.475503248073039231e+00,-6.954544258911387056e-01
3.605605605605605746e+01,4.447655074677215659e+00,-6.920068561867777079e-01
3.609609609609609748e+01,4.420099372795657011e+00,-6.885319242160109487e-01
3.613613613613613751e+01,4.392665501961069197e+00,-6.850802706360158423e-01
3.617617617617617753e+01,4.365342222688953555e+00,-6.816445165211126866e-01
3.621621621621621756e+01,4.338121126422273655e+00,-6.782220841650480336e-01
3.625625625625625759e+01,4.311003224945064716e+00,-6.748243521387899957e-01
3.629629629629629761e+01,4.283990265350865911e+00,-6.714488901758280948e-01
3.633633633633633764e+01,4.257075278418943398e+00,-6.680887059718693122e-01
3.637637637637637766e+01,4.230465514511572600e+00,-6.646961411990319757e-01
3.641641641641641769e+01,4.203993801113121265e+00,-6.613200760532023104e-01
3.645645645645645772e+01,4.177629360006235082e+00,-6.579632283946714733e-01
3.649649649649649774e+01,4.151365836730414038e+00,-6.546202132783573990e-01
3.653653653653653777e+01,4.125199064238917579e+00,-6.512962157095389948e-01
3.657657657657657779e+01,4.099131166852389541e+00,-6.479948440267635501e-01
3.661661661661661782e+01,4.073159171670932110e+00,-6.447116280946671996e-01
3.665665665665665784e+01,4.047426746170954992e+00,-6.414124593340503333e-01
3.669669669669669787e+01,4.021897202561241613e+00,-6.381116356682151602e-01
3.673673673673673790e+01,3.996471451258626573e+00,-6.348310544159306845e-01
3.677677677677677792e+01,3.971145133270582939e+00,-6.315666240851705027e-01
3.681681681681681795e+01,3.945911658910936204e+00,-6.283177089306702934e-01
3.685685685685685797e+01,3.920770649012272457e+00,-6.250892754549441932e-01
3.689689689689689800e+01,3.895722188942263298e+00,-6.218804268105182498e-01
3.693693693693693803e+01,3.870828180794382956e+00,-6.186754334017092738e-01
3.697697697697697805e+01,3.846219606151554338e+00,-6.154510345608548150e-01
3.701701701701701808e+01,3.821713665308027696e+00,-6.122451385933834755e-01
3.705705705705705810e+01,3.797303875838305309e+00,-6.090571914787702434e-01
3.709709709709709813e+01,3.772985051867951523e+00,-6.058845407193239607e-01
3.713713713713713815e+01,3.748753264482568959e+00,-6.027291933598275531e-01
3.717717717717717818e+01,3.724609665120060420e+00,-5.995930609657411647e-01
3.721721721721721821e+01,3.700551029304961936e+00,-5.964745929516208633e-01
3.725725725725725823e+01,3.676806279092946550e+00,-5.933339821367612510e-01
3.729729729729729826e+01,3.653200680142940193e+00,-5.902026648675263720e-01
3.733733733733733828e+01,3.629687196818192518e+00,-5.870894695333503943e-01
3.737737737737737831e+01,3.606263475373642446e+00,-5.839926168141147400e-01
3.741741741741741833e+01,3.582923914846693592e+00,-5.809112215710944271e-01
3.745745745745745836e+01,3.559667086778959710e+00,-5.778473196786388932e-01
3.749749749749749839e+01,3.536492399984413559e+00,-5.748012861451395894e-01
3.753753753753753841e+01,3.513504082820645635e+00,-5.717559886110124001e-01
3.757757757757757844e+01,3.490776842263898505e+00,-5.687004346619929374e-01
3.761761761761761846e+01,3.468141749695098586e+00,-5.656610846094749512e-01
3.765765765765765849e+01,3.445593247624253230e+00,-5.626386060163832692e-01
3.769769769769769852e+01,3.423127309256664752e+00,-5.596317105955694871e-01
3.773773773773773854e+01,3.400739723231008149e+00,-5.566404974601335542e-01
3.777777777777777857e+01,3.378430825729938025e+00,-5.536661080994842443e-01
3.781781781781781859e+01,3.356197785157087221e+00,-5.507084930702292880e-01
3.785785785785785862e+01,3.334289327702462558e+00,-5.477344157772802147e-01
3.789789789789789864e+01,3.312513277660980027e+00,-5.447692720751985407e-01
3.793793793793793867e+01,3.290820137402061807e+00,-5.418203293809999987e-01
3.797797797797797870e+01,3.269208465128935703e+00,-5.388872324739713005e-01
3.801801801801801872e+01,3.247673185019539055e+00,-5.359692429037048456e-01
3.805805805805805875e+01,3.226212043121812645e+00,-5.330666874552845158e-01
3.809809809809809877e+01,3.204824374562261102e+00,-5.301802250257904303e-01
3.813813813813813880e+01,3.183587745751532250e+00,-5.273004725999310693e-01
3.817817817817817883e+01,3.162647082439990154e+00,-5.244106385770662682e-01
3.821821821821821885e+01,3.141791819734968794e+00,-5.215350670299440106e-01
3.825825825825825888e+01,3.121014805132615422e+00,-5.186749620331857491e-01
3.829829829829829890e+01,3.100312824775202536e+00,-5.158300616132615035e-01
3.833833833833833893e+01,3.079681926658478730e+00,-5.129998591817989118e-01
3.837837837837837895e+01,3.059121488793932642e+00,-5.101845721531866884e-01
3.841841841841841898e+01,3.038629206717919473e+00,-5.073846549339858791e-01
3.845845845845845901e+01,3.018392950723598922e+00,-5.045810268754438166e-01
3.849849849849849903e+01,2.998354546166031920e+00,-5.017794899616835336e-01
3.853853853853853906e+01,2.978392850760193777e+00,-4.989922843734847513e-01
3.857857857857857908e+01,2.958504958244918548e+00,-4.962198366244219283e-01
3.861861861861861911e+01,2.938687002170265128e+00,-4.934619561256905484e-01
3.865865865865865914e+01,2.918935483267051101e+00,-4.907183259129725417e-01
3.869869869869869916e+01,2.899250398480142987e+00,-4.879890386085677934e-01
3.873873873873873919e+01,2.879628643162661650e+00,-4.852744077712425885e-01
3.877877877877877921e+01,2.860356246778986034e+00,-4.825496085391468570e-01
3.881881881881881924e+01,2.841191488878997529e+00,-4.798355701164309095e-01
3.885885885885885926e+01,2.822097468814720678e+00,-4.771355154843035518e-01
3.889889889889889929e+01,2.803073007756903490e+00,-4.744495581438277210e-01
3.893893893893893932e+01,2.784113582181872992e+00,-4.717776087195253987e-01
3.897897897897897934e+01,2.765216977055070746e+00,-4.691193709285876867e-01
3.901901901901901937e+01,2.746382433604112716e+00,-4.664749115847171557e-01
3.905905905905905939e+01,2.727654020411318658e+00,-4.638409186346512669e-01
3.909909909909909942e+01,2.709257941563373517e+00,-4.612007544736321241e-01
3.913913913913913944e+01,2.690940024306433198e+00,-4.585732220263203374e-01
3.917917917917917947e+01,2.672688880668236067e+00,-4.559591291727235762e-01
3.921921921921921950e+01,2.654502414153375067e+00,-4.533585798603813055e-01
3.925925925925925952e+01,2.636376882118831144e+00,-4.507714723157565939e-01
3.929929929929929955e+01,2.618310655143861965e+00,-4.481975353330274747e-01
3.933933933933933957e+01,2.600302449375229585e+00,-4.456367952886525763e-01
3.937937937937937960e+01,2.582447869648832217e+00,-4.430831844448597789e-01
3.941941941941941963e+01,2.564880545040554516e+00,-4.405285833572887833e-01
3.945945945945945965e+01,2.547384145791683707e+00,-4.379864770200553314e-01
3.949949949949949968e+01,2.529950915121967903e+00,-4.354572626216083320e-01
3.953953953953953970e+01,2.512578015047666646e+00,-4.329410359085886784e-01
3.957957957957957973e+01,2.495262128227382359e+00,-4.304377037100475811e-01
3.961961961961961975e+01,2.478002217354295933e+00,-4.279470085073994179e-01
3.965965965965965978e+01,2.460796691722673568e+00,-4.254689291249241778e-01
3.969969969969969981e+01,2.443775608634818575e+00,-4.229966109231788618e-01
3.973973973973973983e+01,2.427009299665319197e+00,-4.205267242371850123e-01
3.977977977977977986e+01,2.410309655422284258e+00,-4.180689709286076750e-01
3.981981981981981988e+01,2.393669565840921276e+00,-4.156235848873610639e-01
3.985985985985985991e+01,2.377086082117404242e+00,-4.131906268600138432e-01
3.989989989989989994e+01,2.360556055629272620e+00,-4.107700231143157077e-01
3.993993993993993996e+01,2.344078868658791226e+00,-4.083615333389022384e-01
3.997997997997997999e+01,2.327652664121969028e+00,-4.059650953386917394e-01
4.002002002002002001e+01,2.311421517888814225e+00,-4.035745550016174854e-01
4.006006006006006004e+01,2.295431149324995701e+00,-4.011883477435066458e-01
4.010010010010010006e+01,2.279503636428135582e+00,-3.988138806675275982e-01
4.014014014014014009e+01,2.263632462721290484e+00,-3.964512721023430442e-01
4.018018018018018012e+01,2.247814612963057623e+00,-3.941005407389804316e-01
4.022022022022022014e+01,2.232047038360238655e+00,-3.917616283906515950e-01
4.026026026026026017e+01,2.216329204596167557e+00,-3.894343254615930117e-01
4.030030030030030019e+01,2.200659342519672546e+00,-3.871185305038274405e-01
4.034034034034034022e+01,2.185174084996647892e+00,-3.848096654387385129e-01
4.038038038038038025e+01,2.169934477230082592e+00,-3.825060876398151399e-01
4.042042042042042027e+01,2.154755164553743274e+00,-3.802138253015390212e-01
4.046046046046046030e+01,2.139629032707436984e+00,-3.779329352916791507e-01
4.050050050050050032e+01,2.124553321317270704e+00,-3.756633910977449919e-01
4.054054054054054035e+01,2.109525074568648684e+00,-3.734051387799324773e-01
4.058058058058058037e+01,2.094543532969782795e+00,-3.711580068851198511e-01
4.062062062062062040e+01,2.079607241501796988e+00,-3.689218621157517308e-01
4.066066066066066043e+01,2.064823789497546080e+00,-3.666940089925493362e-01
4.070070070070070045e+01,2.050310544599424301e+00,-3.644719648387194089e-01
4.074074074074074048e+01,2.035855409097212299e+00,-3.622608167749534758e-01
4.078078078078078050e+01,2.021450620418219657e+00,-3.600605737496770931e-01
4.082082082082082053e+01,2.007093838221372550e+00,-3.578711674800182374e-01
4.086086086086086056e+01,1.992781986207887268e+00,-3.556925379246752561e-01
4.090090090090090058e+01,1.978513919581441849e+00,-3.535245502091123315e-01
4.094094094094094061e+01,1.964288706099487580e+00,-3.513670578093039398e-01
4.098098098098098063e+01,1.950165263974465324e+00,-3.492190027627149473e-01
4.102102102102102066e+01,1.936352259933274089e+00,-3.470773865465225927e-01
4.106106106106106068e+01,1.922597805657624281e+00,-3.449462339027496438e-01
4.110110110110110071e+01,1.908890769585290137e+00,-3.428255400422586252e-01
4.114114114114114074e+01,1.895230007607541678e+00,-3.407151995347895146e-01
4.118118118118118076e+01,1.881611858938094572e+00,-3.386151425145827454e-01
4.122122122122122079e+01,1.868034638689397342e+00,-3.365252572810512044e-01
4.126126126126126081e+01,1.854498082420240390e+00,-3.344453980545157301e-01
4.130130130130130084e+01,1.841002182456224601e+00,-3.323754320445935218e-01
4.134134134134134086e+01,1.827855095348769554e+00,-3.303131108170244690e-01
4.138138138138138089e+01,1.814777775184512443e+00,-3.282608031735571030e-01
4.142142142142142092e+01,1.801745695559133997e+00,-3.262185197353820731e-01
4.146146146146146094e+01,1.788758143312811022e+00,-3.241861463391097486e-01
4.150150150150150097e+01,1.775811205741960608e+00,-3.221635877425786942e-01
4.154154154154154099e+01,1.762902389398262049e+00,-3.201507330081979630e-01
4.158158158158158102e+01,1.750032274761649465e+00,-3.181474593489480029e-01
4.162162162162162105e+01,1.737198236671720242e+00,-3.161536385499650881e-01
4.166166166166166107e+01,1.724618375585288854e+00,-3.141692449283427502e-01
4.170170170170170110e+01,1.712193975415501335e+00,-3.121945834200531844e-01
4.174174174174174112e+01,1.699814563001617040e+00,-3.102295415713481330e-01
4.178178178178178115e+01,1.687477166567099784e+00,-3.082739928552189479e-01
4.182182182182182117e+01,1.675178723125228863e+00,-3.063278165942652231e-01
4.186186186186186120e+01,1.662916560467966098e+00,-3.043908941571741855e-01
4.190190190190190123e+01,1.650690608751178123e+00,-3.024631204652822314e-01
4.194194194194194125e+01,1.638499443042640058e+00,-3.005443693491506862e-01
4.198198198198198128e+01,1.626445128224661252e+00,-2.986352769609680879e-01
4.202202202202202130e+01,1.614648304625082798e+00,-2.967369899702841374e-01
4.206206206206206133e+01,1.602898754432045658e+00,-2.948479780163238417e-01
4.210210210210210136e+01,1.591188568276557858e+00,-2.929680542038626267e-01
4.214214214214214138e+01,1.579516408694538576e+00,-2.910970989832628586e-01
4.218218218218218141e+01,1.567879249925719920e+00,-2.892349786345440599e-01
4.222222222222222143e+01,1.556275584367857956e+00,-2.873815765227881736e-01
4.226226226226226146e+01,1.544705305191621747e+00,-2.855367900342883902e-01
4.230230230230230148e+01,1.533165949089710933e+00,-2.837004775617591457e-01
4.234234234234234151e+01,1.521946112929733586e+00,-2.818768200537070112e-01
4.238238238238238154e+01,1.510802996225786732e+00,-2.800625617328658667e-01
4.242242242242242156e+01,1.499698027665482325e+00,-2.782570163100032135e-01
4.246246246246246159e+01,1.488630030695059059e+00,-2.764600692913987690e-01
4.250250250250250161e+01,1.477595831230460677e+00,-2.746715664082524100e-01
4.254254254254254164e+01,1.466592821658980084e+00,-2.728913621952452351e-01
4.258258258258258167e+01,1.455621666949734605e+00,-2.711193855383062234e-01
4.262262262262262169e+01,1.444680421606489684e+00,-2.693554981497745526e-01
4.266266266266266172e+01,1.433898503377175171e+00,-2.676023425948612644e-01
4.270270270270270174e+01,1.423335774323113867e+00,-2.658614207367981930e-01
4.274274274274274177e+01,1.412814612911289514e+00,-2.641289703812134126e-01
4.278278278278278179e+01,1.402328025421569313e+00,-2.624047375450401787e-01
4.282282282282282182e+01,1.391874585143167975e+00,-2.606885966553880718e-01
4.286286286286286185e+01,1.381451683794818308e+00,-2.589803958903141856e-01
4.290290290290290187e+01,1.371057920545613040e+00,-2.572800119570462507e-01
4.294294294294294190e+01,1.360693283001651821e+00,-2.555873638308677753e-01
4.298298298298298192e+01,1.350355454965358692e+00,-2.539022970358797426e-01
4.302302302302302195e+01,1.340311050143732086e+00,-2.522321721799061223e-01
4.306306306306306197e+01,1.330350276358798656e+00,-2.505714229291791106e-01
4.310310310310310200e+01,1.320423444408731051e+00,-2.489185663839075247e-01
4.314314314314314203e+01,1.310529151163042805e+00,-2.472734806661818774e-01
4.318318318318318205e+01,1.300664569383010116e+00,-2.456359968137680205e-01
4.322322322322322208e+01,1.290827382198964646e+00,-2.440059549957170892e-01
4.326326326326326210e+01,1.281017763212897398e+00,-2.423832885441750129e-01
4.330330330330330213e+01,1.271234488353411685e+00,-2.407678779635527011e-01
4.334334334334334216e+01,1.261549594693242682e+00,-2.391620625381355170e-01
4.338338338338338218e+01,1.252121856675095568e+00,-2.375713813585866863e-01
4.342342342342342221e+01,1.242733673493858104e+00,-2.359885211077858425e-01
4.346346346346346223e+01,1.233375737688462426e+00,-2.344130671917424857e-01
4.350350350350350226e+01,1.224048032247604390e+00,-2.328449507770403437e-01
4.354354354354354228e+01,1.214747241452758919e+00,-2.312839670872141318e-01
4.358358358358358231e+01,1.205471454953349175e+00,-2.297299683565478534e-01
4.362362362362362234e+01,1.196221394853760334e+00,-2.281829137273749530e-01
4.366366366366366236e+01,1.186995033130420873e+00,-2.266426508460588074e-01
4.370370370370370239e+01,1.177953357543886526e+00,-2.251155273176717320e-01
4.374374374374374241e+01,1.169078355633636601e+00,-2.236010301490198304e-01
4.378378378378378244e+01,1.160237129291659786e+00,-2.220938311643851359e-01
4.382382382382382247e+01,1.151424172654579747e+00,-2.205936284617305565e-01
4.386386386386386249e+01,1.142637965045419035e+00,-2.191002839456716866e-01
4.390390390390390252e+01,1.133876459147608040e+00,-2.176136409395054983e-01
4.394394394394394254e+01,1.125138389004015416e+00,-2.161335735853604501e-01
4.398398398398398257e+01,1.116423883612298162e+00,-2.146600247700791164e-01
4.402402402402402259e+01,1.107730882073739265e+00,-2.131928323271397308e-01
4.406406406406406262e+01,1.099286290325437454e+00,-2.117423226217622079e-01
4.410410410410410265e+01,1.090938356034121481e+00,-2.103017688855821909e-01
4.414414414414414267e+01,1.082619122307009407e+00,-2.088679887783493616e-01
4.418418418418418270e+01,1.074326559776542345e+00,-2.074408241752526416e-01
4.422422422422422272e+01,1.066058286656701215e+00,-2.060200916014754968e-01
4.426426426426426275e+01,1.057812486939077035e+00,-2.046056368435034412e-01
4.430430430430430278e+01,1.049588656683682064e+00,-2.031973738201381940e-01
4.434434434434434280e+01,1.041386429594048924e+00,-2.017952262165405020e-01
4.438438438438438283e+01,1.033205258097492862e+00,-2.003990986514663508e-01
4.442442442442442285e+01,1.025310809245897792e+00,-1.990226078109303409e-01
4.446446446446446288e+01,1.017464385394514448e+00,-1.976536945414324731e-01
4.450450450450450290e+01,1.009643738532850721e+00,-1.962911250001731778e-01
4.454454454454454293e+01,1.001847926916165754e+00,-1.949347919673941887e-01
4.458458458458458296e+01,9.940744940876053981e-01,-1.935845024516111013e-01
4.462462462462462298e+01,9.863215795777925399e-01,-1.922400924844271386e-01
4.466466466466466301e+01,9.785891511067795756e-01,-1.909015055462473520e-01
4.470470470470470303e+01,9.708765748621517311e-01,-1.895686528992563957e-01
4.474474474474474306e+01,9.632017581135503548e-01,-1.882424769009907739e-01
4.478478478478478308e+01,9.557956055225637071e-01,-1.869361064788238880e-01
4.482482482482482311e+01,9.484269280162208604e-01,-1.856365654024597911e-01
4.486486486486486314e+01,9.410819498865393706e-01,-1.843429855751499979e-01
4.490490490490490316e+01,9.337601120428126178e-01,-1.830552863119205287e-01
4.494494494494494319e+01,9.264589257005770850e-01,-1.817732619483658218e-01
4.498498498498498321e+01,9.191766199614119781e-01,-1.804967488748348559e-01
4.502502502502502324e+01,9.119133621876969187e-01,-1.792257079470048753e-01
4.506506506506506327e+01,9.046684048314682647e-01,-1.779600435434680605e-01
4.510510510510510329e+01,8.974646186997582431e-01,-1.767011022965547240e-01
4.514514514514514332e+01,8.905168062085950798e-01,-1.754622304217743622e-01
4.518518518518518334e+01,8.836032103807627269e-01,-1.742298086190554873e-01
4.522522522522522337e+01,8.767116337200854259e-01,-1.730030010249354322e-01
4.526526526526526339e+01,8.698416012578013001e-01,-1.717817329744069921e-01
4.530530530530530342e+01,8.629907329590240650e-01,-1.705657982699317343e-01
4.534534534534534345e+01,8.561573450385228101e-01,-1.693550332268339287e-01
4.538538538538538347e+01,8.493415674557376338e-01,-1.681494022889730988e-01
4.542542542542542350e+01,8.425427822829562041e-01,-1.669488183951033100e-01
4.546546546546546352e+01,8.357732162267490494e-01,-1.657540395927099564e-01
4.550550550550550355e+01,8.292579500266523684e-01,-1.645801627066160733e-01
4.554554554554554358e+01,8.227774385163616477e-01,-1.634126071867850194e-01
4.558558558558558360e+01,8.163176271307008847e-01,-1.622503542893938278e-01
4.562562562562562363e+01,8.098778585234874816e-01,-1.610933151898696902e-01
4.566566566566567076e+01,8.034559463884552999e-01,-1.599412908151005286e-01
4.570570570570571078e+01,7.970503559156577600e-01,-1.587941246505606419e-01
4.574574574574575081e+01,7.906609659262155976e-01,-1.576517662242498952e-01
4.578578578578579084e+01,7.842874281369403011e-01,-1.565141497465537268e-01
4.582582582582583086e+01,7.779281583656633137e-01,-1.553811139974839994e-01
4.586586586586587089e+01,7.718098567243505403e-01,-1.542689287287794253e-01
4.590590590590591091e+01,7.657409567689762442e-01,-1.531639774822985411e-01
4.594594594594595094e+01,7.596918660041017679e-01,-1.520640589704714551e-01
4.598598598598599096e+01,7.536614165184066794e-01,-1.509690477889289451e-01
4.602602602602603099e+01,7.476476873357090769e-01,-1.498787548024450578e-01
4.606606606606607102e+01,7.416493698499494469e-01,-1.487930406026191921e-01
4.610610610610611104e+01,7.356658497576878952e-01,-1.477118173602222084e-01
4.614614614614615107e+01,7.296971936857564733e-01,-1.466350531552284564e-01
4.618618618618619109e+01,7.237418790610872232e-01,-1.455625896005557363e-01
4.622622622622623112e+01,7.179710417487310536e-01,-1.445074986014024399e-01
4.626626626626627115e+01,7.122922728691520877e-01,-1.434628384908837873e-01
4.630630630630631117e+01,7.066335816298664474e-01,-1.424230481686283023e-01
4.634634634634635120e+01,7.009919420858043981e-01,-1.413878506331402163e-01
4.638638638638639122e+01,6.953663530376886781e-01,-1.403571251724237134e-01
4.642642642642643125e+01,6.897553503442006573e-01,-1.393307177971528643e-01
4.646646646646647127e+01,6.841577261894612461e-01,-1.383084907074144110e-01
4.650650650650651130e+01,6.785741029078736775e-01,-1.372904622031891897e-01
4.654654654654655133e+01,6.730030622960015974e-01,-1.362764788973863661e-01
4.658658658658659135e+01,6.675471815617899374e-01,-1.352748222041564585e-01
4.662662662662663138e+01,6.622378363874215079e-01,-1.342881502354474066e-01
